,Path,Models,t_leaf,t_downy,Ground truth,p_leaf,p_downy,Predict
2348,IMG_8566_10.npy,deeplab3,87264,4633,0.05041513868787882,36388.0,1997.0,0.05202553
2349,IMG_8566_13.npy,deeplab3,114348,0,0.0,39636.0,0.0,0.0
2350,IMG_8566_17.npy,deeplab3,102825,0,0.0,39111.0,0.0,0.0
2351,IMG_8570_17.npy,deeplab3,128582,0,0.0,39348.0,0.0,0.0
2352,IMG_8572_13.npy,deeplab3,99902,12013,0.10734039226198454,33890.0,4604.0,0.11960305
2353,IMG_8577_13.npy,deeplab3,56712,0,0.0,38698.0,0.0,0.0
2354,IMG_8577_15.npy,deeplab3,54637,0,0.0,38656.0,0.0,0.0
2355,IMG_8577_16.npy,deeplab3,55367,0,0.0,39358.0,0.0,0.0
2356,IMG_8640_15.npy,deeplab3,51289,14258,0.2175233038888126,30533.0,8737.0,0.22248536
2357,IMG_8640_7.npy,deeplab3,46442,7562,0.14002666469150432,34033.0,5088.0,0.13005802
2358,IMG_8642_12.npy,deeplab3,53950,5653,0.09484421925070886,35566.0,3958.0,0.10014169
2359,IMG_8642_16.npy,deeplab3,72872,7492,0.09322582250759047,35323.0,3679.0,0.09432849
2360,IMG_8646_15.npy,deeplab3,57279,0,0.0,38531.0,0.0,0.0
2361,IMG_8650_11.npy,deeplab3,43806,8517,0.16277736368327503,31810.0,7506.0,0.19091465
2362,IMG_8650_4.npy,deeplab3,40721,11759,0.22406631097560975,29403.0,8410.0,0.22241028
2363,IMG_8654_8.npy,deeplab3,68242,13717,0.16736416988982297,30655.0,8351.0,0.21409526
2364,IMG_8656_6.npy,deeplab3,57686,0,0.0,39412.0,0.0,0.0
2365,IMG_8656_8.npy,deeplab3,66857,0,0.0,39912.0,0.0,0.0
2366,IMG_8665_6.npy,deeplab3,66746,0,0.0,38868.0,0.0,0.0
2367,IMG_8679_10.npy,deeplab3,95656,0,0.0,39476.0,0.0,0.0
2368,IMG_8689_3.npy,deeplab3,54700,0,0.0,39134.0,0.0,0.0
2369,IMG_8851_5.npy,deeplab3,58485,0,0.0,37382.0,0.0,0.0
2370,IMG_8851_9.npy,deeplab3,83142,0,0.0,39119.0,0.0,0.0
2371,IMG_8857_7.npy,deeplab3,88587,8818,0.09052923361223757,35579.0,2900.0,0.07536578
2372,IMG_8857_9.npy,deeplab3,93941,20619,0.1799842877094972,33296.0,7655.0,0.18693072
2373,IMG_8870_11.npy,deeplab3,48704,14098,0.22448329671029585,29677.0,9553.0,0.24351262
2374,IMG_8870_13.npy,deeplab3,46106,13979,0.23265374053424315,30372.0,9445.0,0.23721024
2375,IMG_8870_14.npy,deeplab3,45222,12184,0.21224262272236352,31956.0,7497.0,0.19002357
2376,IMG_8872_14.npy,deeplab3,23509,9068,0.2783558952635295,28170.0,10741.0,0.2760402
2377,IMG_8874_17.npy,deeplab3,26101,20317,0.4376965832220259,22282.0,17535.0,0.44038978
2378,IMG_8876_14.npy,deeplab3,38123,24057,0.38689289160501766,24135.0,14438.0,0.37430328
2379,IMG_8882_12.npy,deeplab3,37200,0,0.0,39182.0,0.0,0.0
2380,IMG_8884_17.npy,deeplab3,62657,0,0.0,37776.0,0.0,0.0
2381,IMG_8886_8.npy,deeplab3,71913,0,0.0,37394.0,0.0,0.0
2382,IMG_8892_8.npy,deeplab3,75620,0,0.0,39027.0,0.0,0.0
2383,IMG_8984_4.npy,deeplab3,50059,0,0.0,38775.0,0.0,0.0
2384,IMG_8984_8.npy,deeplab3,49446,0,0.0,39352.0,0.0,0.0
2385,IMG_8986_14.npy,deeplab3,66808,0,0.0,39239.0,0.0,0.0
2386,IMG_8986_15.npy,deeplab3,68427,0,0.0,37908.0,0.0,0.0
2387,IMG_8988_11.npy,deeplab3,66535,0,0.0,38852.0,0.0,0.0
2388,IMG_8990_5.npy,deeplab3,48368,0,0.0,37397.0,0.0,0.0
2389,IMG_8992_16.npy,deeplab3,73361,0,0.0,39310.0,0.0,0.0
2390,IMG_9000_2.npy,deeplab3,55355,0,0.0,39080.0,0.0,0.0
2391,IMG_9002_6.npy,deeplab3,44058,2428,0.05223077915931679,36188.0,1835.0,0.048260264
2392,IMG_9008_9.npy,deeplab3,57467,30119,0.3438791587696664,21223.0,10799.0,0.3372369
2393,IMG_9010_11.npy,deeplab3,40341,7871,0.16325811001410437,33331.0,6186.0,0.15654023
2394,IMG_9010_8.npy,deeplab3,25117,9138,0.2667639760618888,28750.0,9658.0,0.25145802
2395,IMG_9020_1.npy,deeplab3,50470,0,0.0,38637.0,0.0,0.0
2396,IMG_9020_12.npy,deeplab3,51831,0,0.0,39558.0,0.0,0.0
2397,IMG_9020_6.npy,deeplab3,45204,534,0.011675193493375311,34474.0,446.0,0.012772051
2398,IMG_9024_11.npy,deeplab3,63757,0,0.0,35929.0,0.0,0.0
2399,IMG_9030_8.npy,deeplab3,46474,0,0.0,38850.0,0.0,0.0
2400,IMG_9034_3.npy,deeplab3,42832,0,0.0,39495.0,0.0,0.0
2401,IMG_9034_5.npy,deeplab3,41371,0,0.0,39178.0,0.0,0.0
2402,IMG_9040_10.npy,deeplab3,61816,0,0.0,39156.0,0.0,0.0
2403,IMG_9042_8.npy,deeplab3,49419,0,0.0,38257.0,0.0,0.0
2404,IMG_9044_5.npy,deeplab3,45933,0,0.0,38401.0,0.0,0.0
2405,IMG_9056_16.npy,deeplab3,58666,10783,0.15526501461504125,32370.0,6059.0,0.15766738
2406,IMG_9056_8.npy,deeplab3,26698,13989,0.3438198933320225,23114.0,11421.0,0.33070797
2407,IMG_9064_10.npy,deeplab3,85192,18323,0.17700816306815437,27012.0,5073.0,0.15811127
2408,IMG_9064_16.npy,deeplab3,82150,14552,0.15048292693015655,29856.0,5465.0,0.15472382
2409,IMG_9066_6.npy,deeplab3,28401,13132,0.31618231285965376,26766.0,12882.0,0.3249092
2410,IMG_9066_7.npy,deeplab3,27970,15834,0.3614738380056616,25528.0,13304.0,0.34260404
2411,IMG_9070_6.npy,deeplab3,45844,1762,0.03701214132672352,34611.0,1413.0,0.03922385
2412,IMG_9072_7.npy,deeplab3,46111,8953,0.1625926194973122,32564.0,5977.0,0.1550816
2413,IMG_9091_2.npy,deeplab3,57627,0,0.0,39455.0,0.0,0.0
2414,IMG_9093_12.npy,deeplab3,53384,0,0.0,37615.0,0.0,0.0
2415,IMG_9093_13.npy,deeplab3,53572,0,0.0,38209.0,0.0,0.0
2416,IMG_9095_6.npy,deeplab3,57573,0,0.0,39451.0,0.0,0.0
2417,IMG_9095_8.npy,deeplab3,60692,0,0.0,39077.0,0.0,0.0
2418,IMG_9097_12.npy,deeplab3,56056,0,0.0,37750.0,0.0,0.0
2419,IMG_9103_1.npy,deeplab3,37571,13681,0.2669359244517287,27199.0,10147.0,0.27170247
2420,IMG_9103_4.npy,deeplab3,27162,16677,0.3804146992404024,23589.0,14677.0,0.38355199
2421,IMG_9103_6.npy,deeplab3,39390,11251,0.22217175806164965,29720.0,9186.0,0.23610754
2422,IMG_9105_12.npy,deeplab3,29793,22432,0.42952608903781714,23396.0,15889.0,0.40445462
2423,IMG_9105_16.npy,deeplab3,83015,13670,0.14138697833169572,32802.0,6216.0,0.15931109
2424,IMG_9109_6.npy,deeplab3,51211,2198,0.041154112602744854,34061.0,1510.0,0.04245031
2425,IMG_9109_7.npy,deeplab3,58640,1953,0.032231445876586405,34357.0,1098.0,0.030968834
2426,IMG_9111_2.npy,deeplab3,37240,919,0.024083440341728032,37492.0,923.0,0.024027072
2427,IMG_9111_5.npy,deeplab3,35777,535,0.014733421458471029,37971.0,658.0,0.017033834
2428,IMG_9111_7.npy,deeplab3,33486,7509,0.1831686791072082,31452.0,7080.0,0.18374339
2429,IMG_9113_2.npy,deeplab3,55232,573,0.010267897141833168,39263.0,318.0,0.008034158
2430,IMG_9113_8.npy,deeplab3,51187,2196,0.04113669145608152,37292.0,1690.0,0.04335334
2431,IMG_9115_10.npy,deeplab3,49869,4695,0.08604574444688806,34150.0,2831.0,0.07655282
2432,IMG_9115_13.npy,deeplab3,59943,5128,0.07880622704430545,35521.0,3143.0,0.08129009
2433,IMG_9119_1.npy,deeplab3,44563,0,0.0,38538.0,0.0,0.0
2434,IMG_9123_12.npy,deeplab3,65234,0,0.0,38214.0,0.0,0.0
2435,IMG_9125_14.npy,deeplab3,71996,6516,0.08299368249439576,36328.0,3286.0,0.08295047
2436,IMG_9127_12.npy,deeplab3,56720,8286,0.127465157062425,34047.0,5004.0,0.12814012
2437,IMG_9292_19.npy,deeplab3,42398,1429,0.032605471512994276,37814.0,1598.0,0.040546026
2438,IMG_9292_20.npy,deeplab3,43873,0,0.0,39425.0,0.0,0.0
2439,IMG_9292_3.npy,deeplab3,38502,0,0.0,39256.0,0.0,0.0
2440,IMG_9293_15.npy,deeplab3,31534,3216,0.09254676258992806,36039.0,3364.0,0.085374214
2441,IMG_9293_4.npy,deeplab3,31864,701,0.021526178412405957,39135.0,609.0,0.015323068
2442,IMG_9293_8.npy,deeplab3,35023,0,0.0,39228.0,0.0,0.0
2443,IMG_9294_17.npy,deeplab3,38436,4755,0.11009238035701882,34977.0,4068.0,0.10418747
2444,IMG_9294_19.npy,deeplab3,41235,4299,0.09441296613519568,35642.0,3616.0,0.092108615
2445,IMG_9295_15.npy,deeplab3,31738,4533,0.12497587604422265,35446.0,4244.0,0.1069287
2446,IMG_9300_10.npy,deeplab3,41670,3152,0.07032260943286779,36837.0,2538.0,0.06445714
2447,IMG_9300_5.npy,deeplab3,36685,4090,0.1003065603923973,35447.0,3855.0,0.09808661
2448,IMG_9300_6.npy,deeplab3,40828,1445,0.03418257516618172,38634.0,923.0,0.023333417
2449,IMG_9302_10.npy,deeplab3,28038,4590,0.14067671938212578,33745.0,5485.0,0.13981646
2450,IMG_9302_11.npy,deeplab3,29699,4889,0.141349601017694,33884.0,5369.0,0.13677935
2451,IMG_9302_12.npy,deeplab3,28299,6032,0.17570126125076463,32304.0,6636.0,0.17041603
2452,IMG_9302_19.npy,deeplab3,31505,5246,0.14274441511795596,33677.0,5370.0,0.13752657
2453,IMG_9303_11.npy,deeplab3,38366,5423,0.12384388773436251,35992.0,4247.0,0.10554437
2454,IMG_9304_1.npy,deeplab3,35959,2815,0.07260019600763398,36988.0,2777.0,0.06983528
2455,IMG_9304_16.npy,deeplab3,40228,6058,0.13088190813636952,35223.0,4676.0,0.11719592
2456,IMG_9306_20.npy,deeplab3,35769,0,0.0,39699.0,0.0,0.0
2457,IMG_9306_6.npy,deeplab3,31122,0,0.0,40232.0,0.0,0.0
2458,IMG_9306_7.npy,deeplab3,31373,0,0.0,39411.0,0.0,0.0
2459,IMG_9307_8.npy,deeplab3,34997,0,0.0,39364.0,0.0,0.0
2460,IMG_9309_12.npy,deeplab3,23446,2603,0.099927060539752,35224.0,4161.0,0.10564936
2461,IMG_9309_14.npy,deeplab3,21683,2727,0.11171650962720196,34214.0,4643.0,0.11948941
2462,IMG_9309_15.npy,deeplab3,21136,2390,0.10158973051092408,33513.0,4567.0,0.11993172
2463,IMG_9309_17.npy,deeplab3,22991,3058,0.1173941418096664,34770.0,4798.0,0.12125961
2464,IMG_9309_18.npy,deeplab3,23872,2947,0.10988478317610649,34904.0,4733.0,0.11940863
2465,IMG_9309_20.npy,deeplab3,23806,3715,0.13498782747719923,33937.0,5692.0,0.14363219
2466,IMG_9309_4.npy,deeplab3,21932,1729,0.07307383458011073,37467.0,2779.0,0.06905034
2467,IMG_9309_5.npy,deeplab3,21042,2933,0.12233576642335767,34839.0,5037.0,0.12631658
2468,IMG_9310_20.npy,deeplab3,24609,2964,0.1074964639321075,34737.0,4784.0,0.12104957
2469,IMG_9310_9.npy,deeplab3,23133,3222,0.12225384177575413,34654.0,4992.0,0.12591434
2470,IMG_9311_1.npy,deeplab3,32447,4787,0.1285652897889026,33558.0,5712.0,0.14545454
2471,IMG_9311_12.npy,deeplab3,35708,3746,0.09494601307852182,35740.0,4075.0,0.102348365
2472,IMG_9311_19.npy,deeplab3,38356,5601,0.1274199786154651,34093.0,5248.0,0.13339773
2473,IMG_9311_20.npy,deeplab3,33947,6989,0.17072991987492672,33091.0,6923.0,0.17301445
2474,IMG_9311_8.npy,deeplab3,34985,3552,0.09217116018371954,35619.0,4142.0,0.10417243
2475,IMG_9312_15.npy,deeplab3,34653,4317,0.11077752117013087,35110.0,4704.0,0.11814939
2476,IMG_9312_6.npy,deeplab3,33720,5533,0.14095737905383027,33304.0,6039.0,0.15349618
2477,IMG_9314_14.npy,deeplab3,30894,3848,0.11075931149617178,35419.0,4006.0,0.10161065
2478,IMG_9314_15.npy,deeplab3,29479,4372,0.1291542347345721,34326.0,5398.0,0.13588762
2479,IMG_9315_17.npy,deeplab3,24453,3714,0.13185642773458303,34190.0,5298.0,0.13416734
2480,IMG_9316_12.npy,deeplab3,21897,2605,0.1063178516039507,35265.0,3656.0,0.093933865
2481,IMG_9316_13.npy,deeplab3,20920,2725,0.11524635229435398,35348.0,4183.0,0.10581569
2482,IMG_9316_14.npy,deeplab3,22340,1909,0.07872489587199472,36582.0,3005.0,0.07590876
2483,IMG_9316_5.npy,deeplab3,21229,2469,0.10418600725799645,35871.0,3559.0,0.09026122
2484,IMG_9317_11.npy,deeplab3,28893,3457,0.10686244204018547,34798.0,4504.0,0.114599764
2485,IMG_9317_19.npy,deeplab3,33265,2488,0.069588565994462,36915.0,2364.0,0.060184833
2486,IMG_9317_2.npy,deeplab3,24421,4971,0.1691276537833424,32663.0,7317.0,0.18301651
2487,IMG_9317_4.npy,deeplab3,27685,3434,0.11035058967190463,34796.0,4435.0,0.11304835
2488,IMG_9317_6.npy,deeplab3,27588,4656,0.14439895794566432,34057.0,5602.0,0.14125419
2489,IMG_9318_18.npy,deeplab3,27310,5892,0.17745918920546955,32476.0,6784.0,0.17279674
2490,IMG_9318_2.npy,deeplab3,24528,2999,0.1089475787408726,35698.0,3802.0,0.096253164
2491,IMG_9318_5.npy,deeplab3,24811,2696,0.09801141527611154,35206.0,3744.0,0.09612323
2492,IMG_9318_9.npy,deeplab3,26802,2686,0.09108790016277808,35217.0,4070.0,0.10359661
2493,IMG_9319_12.npy,deeplab3,30690,0,0.0,39394.0,0.0,0.0
2494,IMG_9319_16.npy,deeplab3,25447,4267,0.1436023423302147,33722.0,5837.0,0.14755176
2495,IMG_9319_6.npy,deeplab3,22810,5859,0.2043670863999442,30304.0,8999.0,0.22896472
2496,IMG_9320_12.npy,deeplab3,26572,2744,0.0936007640878701,36144.0,3838.0,0.0959932
2497,IMG_9320_14.npy,deeplab3,24225,3116,0.11396803335649756,35502.0,4053.0,0.10246492
2498,IMG_9320_16.npy,deeplab3,26435,2946,0.10026888124978728,34880.0,4032.0,0.10361842
2499,IMG_9320_5.npy,deeplab3,22854,4126,0.15292809488510006,33386.0,6116.0,0.15482761
2500,IMG_9322_10.npy,deeplab3,27945,5065,0.15343835201454104,33383.0,5237.0,0.13560331
2501,IMG_9322_5.npy,deeplab3,27519,2947,0.09673078185518283,33961.0,4031.0,0.10610128
2502,IMG_9323_18.npy,deeplab3,26117,3896,0.12981041548662248,35014.0,4301.0,0.10939845
2503,IMG_9323_20.npy,deeplab3,25292,5451,0.17730865562892364,32867.0,6755.0,0.1704861
2504,IMG_9323_9.npy,deeplab3,23251,5771,0.19884914892150782,31674.0,8154.0,0.20473035
2505,IMG_9325_16.npy,deeplab3,26421,4424,0.14342681147673852,33477.0,6608.0,0.1648497
2506,IMG_9325_20.npy,deeplab3,27585,5662,0.1703010797966734,33086.0,6411.0,0.16231613
2507,IMG_9325_9.npy,deeplab3,26848,3559,0.11704541717367711,34212.0,4820.0,0.12348842
2508,IMG_9326_10.npy,deeplab3,27173,0,0.0,39457.0,0.0,0.0
2509,IMG_9326_13.npy,deeplab3,28543,0,0.0,39461.0,0.0,0.0
2510,IMG_9326_17.npy,deeplab3,27358,0,0.0,39335.0,0.0,0.0
2511,IMG_9326_5.npy,deeplab3,25484,0,0.0,39304.0,0.0,0.0
2512,IMG_9326_8.npy,deeplab3,26600,0,0.0,39717.0,0.0,0.0
2513,IMG_9327_7.npy,deeplab3,29481,0,0.0,39306.0,0.0,0.0
2514,IMG_9328_11.npy,deeplab3,34201,0,0.0,39916.0,0.0,0.0
2515,IMG_9328_18.npy,deeplab3,38425,0,0.0,39881.0,0.0,0.0
2516,IMG_9328_19.npy,deeplab3,37443,0,0.0,39392.0,0.0,0.0
2517,IMG_9330_12.npy,deeplab3,25916,4060,0.13544168668267947,33846.0,5273.0,0.13479383
2518,IMG_9330_16.npy,deeplab3,25178,4036,0.13815294037105497,33575.0,5492.0,0.140579
2519,IMG_9330_17.npy,deeplab3,25661,4074,0.1370102572725744,33366.0,5563.0,0.14290118
2520,IMG_9331_1.npy,deeplab3,26273,4873,0.15645668785718872,33464.0,6074.0,0.15362436
2521,IMG_9331_17.npy,deeplab3,29797,4533,0.13204194581998252,34427.0,4890.0,0.12437368
2522,IMG_9331_7.npy,deeplab3,26412,3248,0.10950775455158462,35557.0,4105.0,0.10349957
2523,IMG_9331_9.npy,deeplab3,27093,4119,0.1319684736639754,33563.0,5321.0,0.13684292
2524,IMG_9332_15.npy,deeplab3,26467,2560,0.08819375064595032,36128.0,3626.0,0.09121095
2525,IMG_9332_9.npy,deeplab3,27329,0,0.0,39268.0,0.0,0.0
2526,IMG_9333_10.npy,deeplab3,38043,0,0.0,39252.0,0.0,0.0
2527,IMG_9333_4.npy,deeplab3,31908,0,0.0,39215.0,0.0,0.0
2528,IMG_9336_17.npy,deeplab3,34274,0,0.0,39783.0,0.0,0.0
2529,IMG_9337_18.npy,deeplab3,36043,0,0.0,38600.0,0.0,0.0
2530,IMG_9337_3.npy,deeplab3,28047,0,0.0,39343.0,0.0,0.0
2531,IMG_9337_9.npy,deeplab3,32484,0,0.0,39400.0,0.0,0.0
2532,IMG_9338_13.npy,deeplab3,28555,0,0.0,39307.0,0.0,0.0
2533,IMG_9338_20.npy,deeplab3,31532,0,0.0,39661.0,0.0,0.0
2534,IMG_9339_7.npy,deeplab3,37112,0,0.0,39270.0,0.0,0.0
2535,IMG_9340_10.npy,deeplab3,30551,503,0.016197591292587105,38591.0,888.0,0.022492971
2536,IMG_9340_17.npy,deeplab3,41635,0,0.0,38733.0,0.0,0.0
2537,IMG_9341_19.npy,deeplab3,27835,0,0.0,39968.0,0.0,0.0
2538,IMG_9342_11.npy,deeplab3,39547,0,0.0,39147.0,0.0,0.0
2539,IMG_9342_19.npy,deeplab3,40202,0,0.0,39564.0,0.0,0.0
2540,IMG_9342_20.npy,deeplab3,40953,0,0.0,39273.0,0.0,0.0
2541,IMG_9343_15.npy,deeplab3,28549,0,0.0,39697.0,0.0,0.0
2542,IMG_9343_6.npy,deeplab3,27776,0,0.0,39277.0,0.0,0.0
2543,IMG_9344_10.npy,deeplab3,35041,0,0.0,39512.0,0.0,0.0
2544,IMG_9345_3.npy,deeplab3,29187,0,0.0,38775.0,0.0,0.0
2545,IMG_9347_12.npy,deeplab3,42332,0,0.0,39566.0,0.0,0.0
2546,IMG_9353_15.npy,deeplab3,38586,5549,0.12572788036705562,34152.0,4859.0,0.12455461
2547,IMG_9353_2.npy,deeplab3,39972,2617,0.0614477916832985,37672.0,2144.0,0.0538477
2548,IMG_9353_3.npy,deeplab3,39322,4573,0.1041804305729582,35865.0,4174.0,0.10424836
2549,IMG_9353_5.npy,deeplab3,37633,5193,0.12125811422967356,35216.0,4457.0,0.11234341
2550,IMG_9354_1.npy,deeplab3,23882,7351,0.23536003585950757,30633.0,9094.0,0.22891232
2551,IMG_9354_3.npy,deeplab3,24731,5693,0.18712200894031028,32356.0,7058.0,0.17907342
2552,IMG_9354_7.npy,deeplab3,29074,5270,0.15344747262986258,33092.0,6634.0,0.1669939
2553,IMG_9356_12.npy,deeplab3,30604,7574,0.1983865053171984,31089.0,8457.0,0.21385223
2554,IMG_9356_7.npy,deeplab3,29986,5877,0.16387363020383125,32623.0,6802.0,0.17253011
2555,IMG_9357_16.npy,deeplab3,37134,4486,0.10778471888515137,35202.0,4498.0,0.11329975
2556,IMG_9357_19.npy,deeplab3,34398,5345,0.13448909241879073,33238.0,5694.0,0.146255
2557,IMG_9357_4.npy,deeplab3,30747,6262,0.16920208597908618,33798.0,5596.0,0.14205208
2558,IMG_9357_5.npy,deeplab3,37272,0,0.0,39264.0,0.0,0.0
2559,IMG_9357_6.npy,deeplab3,34993,1420,0.038997061489028643,37943.0,1602.0,0.04051081
2560,IMG_9357_7.npy,deeplab3,37161,0,0.0,39912.0,0.0,0.0
2561,IMG_9358_13.npy,deeplab3,33504,5914,0.15003297985691816,34491.0,5409.0,0.13556391
2562,IMG_9358_15.npy,deeplab3,35363,4629,0.11574814962992598,35283.0,4327.0,0.10924009
2563,IMG_9358_6.npy,deeplab3,32391,6309,0.1630232558139535,33564.0,5790.0,0.1471261
2564,IMG_9359_11.npy,deeplab3,28511,3488,0.10900340635644865,34826.0,4840.0,0.12201886
2565,IMG_9359_5.npy,deeplab3,26644,3571,0.11818633129240444,34732.0,4876.0,0.12310644
2566,IMG_9360_16.npy,deeplab3,33957,0,0.0,39281.0,0.0,0.0
2567,IMG_9360_19.npy,deeplab3,27910,5150,0.1557773744706594,33557.0,6047.0,0.1526866
2568,IMG_9360_20.npy,deeplab3,28725,5394,0.15809373076584893,33304.0,6358.0,0.16030458
2569,IMG_9360_9.npy,deeplab3,26486,3400,0.11376564277588168,34362.0,4998.0,0.1269817
2570,IMG_9362_1.npy,deeplab3,28440,3644,0.11357686074055603,34960.0,4879.0,0.122467935
2571,IMG_9362_19.npy,deeplab3,38343,0,0.0,39280.0,0.0,0.0
2572,IMG_9362_3.npy,deeplab3,32734,0,0.0,39952.0,0.0,0.0
2573,IMG_9363_17.npy,deeplab3,36852,0,0.0,39549.0,0.0,0.0
2574,IMG_9363_2.npy,deeplab3,25249,6494,0.20458053744132565,32031.0,7746.0,0.19473565
2575,IMG_9363_4.npy,deeplab3,24861,5839,0.1901954397394137,32653.0,6993.0,0.17638601
2576,IMG_9364_14.npy,deeplab3,35251,5036,0.1250031027378559,34630.0,5065.0,0.12759793
2577,IMG_9364_15.npy,deeplab3,35894,4324,0.10751404843602368,34686.0,4285.0,0.10995355
2578,IMG_9364_17.npy,deeplab3,39399,4201,0.09635321100917431,35252.0,3996.0,0.101814106
2579,IMG_9364_18.npy,deeplab3,40574,3205,0.07320861600310652,36934.0,2763.0,0.069602236
2580,IMG_9364_20.npy,deeplab3,37266,6760,0.1535456321264707,33500.0,6317.0,0.15865083
2581,IMG_9365_10.npy,deeplab3,20569,5158,0.2004897578419559,31679.0,7375.0,0.18884109
2582,IMG_9365_11.npy,deeplab3,22108,4999,0.1844173091821301,32193.0,6928.0,0.17709158
2583,IMG_9365_15.npy,deeplab3,21780,5321,0.19633961846426332,31776.0,7658.0,0.1941979
2584,IMG_9365_5.npy,deeplab3,18911,4737,0.20031292286874156,31590.0,7795.0,0.19791798
2585,IMG_9365_6.npy,deeplab3,21155,4363,0.1709773493220472,33081.0,6458.0,0.1633324
2586,IMG_9367_18.npy,deeplab3,33143,7926,0.19299228128271934,32342.0,7287.0,0.1838805
2587,IMG_9367_7.npy,deeplab3,31385,5408,0.14698448074361972,33765.0,5773.0,0.14601143
2588,IMG_9369_10.npy,deeplab3,32036,0,0.0,39188.0,0.0,0.0
2589,IMG_9369_14.npy,deeplab3,29620,0,0.0,38324.0,0.0,0.0
2590,IMG_9369_20.npy,deeplab3,34224,0,0.0,39790.0,0.0,0.0
2591,IMG_9370_11.npy,deeplab3,40083,0,0.0,40190.0,0.0,0.0
2592,IMG_9371_16.npy,deeplab3,24636,4903,0.16598395341751582,32937.0,6397.0,0.16263284
2593,IMG_9371_3.npy,deeplab3,23021,3556,0.13379990217105014,33627.0,5080.0,0.13124241
2594,IMG_9372_16.npy,deeplab3,31941,6379,0.16646659707724426,33020.0,6313.0,0.16050136
2595,IMG_9373_11.npy,deeplab3,30156,5578,0.1560978339956344,33863.0,5733.0,0.14478736
2596,IMG_9373_19.npy,deeplab3,31598,7443,0.19064573141056837,32315.0,7246.0,0.18316019
2597,IMG_9373_20.npy,deeplab3,32054,4453,0.12197660722601145,35040.0,4660.0,0.11738035
2598,IMG_9373_9.npy,deeplab3,26953,5819,0.1775601122909801,32632.0,6424.0,0.16448177
2599,IMG_9375_10.npy,deeplab3,34990,0,0.0,38544.0,0.0,0.0
2600,IMG_9375_14.npy,deeplab3,32610,4681,0.12552626639135447,34393.0,4524.0,0.1162474
2601,IMG_9376_15.npy,deeplab3,43355,4628,0.09645082633432674,35480.0,3825.0,0.09731586
2602,IMG_9377_7.npy,deeplab3,33182,0,0.0,39264.0,0.0,0.0
2603,IMG_9379_14.npy,deeplab3,30775,2740,0.08175443831120394,36445.0,3142.0,0.07936949
2604,IMG_9380_7.npy,deeplab3,37490,124,0.003296644866273196,38992.0,91.0,0.0023283781
2605,IMG_9381_1.npy,deeplab3,37175,3965,0.0963782207097715,36069.0,3432.0,0.08688387
2606,IMG_9381_14.npy,deeplab3,36570,1985,0.051484891713137075,37664.0,1979.0,0.04992054
2607,IMG_9381_9.npy,deeplab3,37853,2353,0.058523603442272296,36765.0,2793.0,0.07060519
2608,IMG_9382_6.npy,deeplab3,34309,0,0.0,39127.0,0.0,0.0
2609,IMG_9383_7.npy,deeplab3,31576,0,0.0,39096.0,0.0,0.0
2610,IMG_9383_9.npy,deeplab3,31414,0,0.0,39851.0,0.0,0.0
2611,IMG_9384_7.npy,deeplab3,28779,0,0.0,39094.0,0.0,0.0
2612,IMG_9384_9.npy,deeplab3,29623,0,0.0,39459.0,0.0,0.0
2613,IMG_9387_10.npy,deeplab3,40271,3922,0.08874708664268097,35955.0,2419.0,0.06303747
2614,IMG_9387_13.npy,deeplab3,43673,679,0.015309343434343434,38939.0,626.0,0.015822064
2615,IMG_9387_3.npy,deeplab3,43622,1077,0.024094498758361484,38647.0,906.0,0.022905974
2616,IMG_9389_3.npy,deeplab3,43167,0,0.0,39810.0,0.0,0.0
2617,IMG_9389_4.npy,deeplab3,39000,0,0.0,38899.0,0.0,0.0
2618,IMG_9389_9.npy,deeplab3,41780,0,0.0,39207.0,0.0,0.0
2619,IMG_9390_6.npy,deeplab3,39132,0,0.0,39228.0,0.0,0.0
2620,IMG_9390_8.npy,deeplab3,39870,0,0.0,39523.0,0.0,0.0
2621,IMG_9392_11.npy,deeplab3,32357,3202,0.09004752664585618,36018.0,3362.0,0.08537328
2622,IMG_9430_15.npy,deeplab3,74090,6843,0.08455141907503738,35559.0,3556.0,0.09091142
2623,IMG_9430_20.npy,deeplab3,72973,10396,0.12469862898679365,34570.0,5064.0,0.12776908
2624,IMG_9430_5.npy,deeplab3,76340,0,0.0,39277.0,0.0,0.0
2625,IMG_9430_6.npy,deeplab3,72790,1244,0.016803090471945323,38604.0,682.0,0.017359873
2626,IMG_9431_5.npy,deeplab3,54911,6377,0.10404973241091241,35193.0,4122.0,0.10484548
2627,IMG_9432_11.npy,deeplab3,82887,13132,0.13676459867317928,34250.0,5324.0,0.13453278
2628,IMG_9432_17.npy,deeplab3,78221,13082,0.1432811627219259,33665.0,5935.0,0.14987373
2629,IMG_9433_13.npy,deeplab3,54798,0,0.0,39609.0,0.0,0.0
2630,IMG_9434_18.npy,deeplab3,65577,7199,0.09891997361767615,35821.0,3689.0,0.09336877
2631,IMG_9434_9.npy,deeplab3,55134,6058,0.09899986926395607,35394.0,3993.0,0.10137863
2632,IMG_9435_19.npy,deeplab3,69976,0,0.0,40365.0,0.0,0.0
2633,IMG_9435_20.npy,deeplab3,71842,1626,0.02213208471715577,38081.0,1008.0,0.025787305
2634,IMG_9436_11.npy,deeplab3,58723,0,0.0,39621.0,0.0,0.0
